response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.1770,0.0007,0.0000,0.0004,0.1755,0.0003,200,1.0119
0.1783,0.0010,0.0000,0.0004,0.1766,0.0002,200,1.0117
0.1773,0.0011,0.0000,0.0001,0.1759,0.0002,200,2.0124
0.3535,0.0007,0.0000,0.0001,0.3525,0.0002,200,2.0125
0.1781,0.0017,0.0000,0.0002,0.1760,0.0002,200,3.0116
0.1836,0.0016,0.0000,0.0001,0.1814,0.0002,200,3.0117
0.1771,0.0009,0.0000,0.0002,0.1757,0.0002,200,4.0118
0.1781,0.0010,0.0000,0.0001,0.1768,0.0001,200,4.0118
0.1773,0.0006,0.0000,0.0001,0.1761,0.0002,200,5.0119
0.3528,0.0007,0.0000,0.0001,0.3519,0.0002,200,5.0122
0.1853,0.0091,0.0000,0.0001,0.1759,0.0001,200,6.0124
0.1850,0.0089,0.0000,0.0001,0.1759,0.0001,200,6.0127
0.1788,0.0005,0.0000,0.0001,0.1780,0.0002,200,7.0121
0.3545,0.0007,0.0000,0.0001,0.3531,0.0002,200,7.0124
0.1852,0.0087,0.0000,0.0000,0.1761,0.0001,200,8.0116
0.3623,0.0087,0.0000,0.0008,0.3526,0.0002,200,8.0113
0.1765,0.0009,0.0000,0.0001,0.1754,0.0001,200,9.0121
0.1773,0.0006,0.0000,0.0003,0.1763,0.0001,200,9.0120
0.1764,0.0010,0.0000,0.0001,0.1751,0.0001,200,10.0113
0.1768,0.0006,0.0000,0.0001,0.1759,0.0002,200,10.0116
0.1762,0.0006,0.0000,0.0001,0.1753,0.0002,200,11.0114
0.1769,0.0008,0.0000,0.0002,0.1757,0.0001,200,11.0115
0.1885,0.0004,0.0000,0.0001,0.1878,0.0001,200,12.0826
0.1889,0.0006,0.0000,0.0001,0.1880,0.0001,200,12.0825
0.1792,0.0026,0.0000,0.0001,0.1763,0.0001,200,13.0196
0.3514,0.0003,0.0000,0.0002,0.3508,0.0001,200,13.0223
0.1780,0.0008,0.0000,0.0001,0.1770,0.0001,200,14.0121
0.1778,0.0006,0.0000,0.0001,0.1769,0.0002,200,14.0123
0.1773,0.0012,0.0000,0.0002,0.1756,0.0001,200,15.0116
0.1773,0.0010,0.0000,0.0001,0.1760,0.0001,200,15.0117
0.1768,0.0006,0.0000,0.0001,0.1759,0.0002,200,16.0120
0.1772,0.0008,0.0000,0.0001,0.1761,0.0002,200,16.0117
0.1775,0.0010,0.0000,0.0000,0.1763,0.0001,200,17.0124
0.1776,0.0006,0.0000,0.0001,0.1766,0.0000,200,17.0123
0.1789,0.0027,0.0000,0.0001,0.1758,0.0003,200,18.0121
0.3547,0.0028,0.0000,0.0002,0.3515,0.0001,200,18.0121
0.1767,0.0007,0.0000,0.0000,0.1759,0.0001,200,19.0119
0.1769,0.0007,0.0000,0.0001,0.1759,0.0002,200,19.0118
0.1766,0.0007,0.0000,0.0000,0.1757,0.0001,200,20.0121
0.3525,0.0006,0.0000,0.0001,0.3516,0.0001,200,20.0121
0.1776,0.0010,0.0000,0.0001,0.1764,0.0001,200,21.0117
0.1783,0.0008,0.0000,0.0001,0.1772,0.0001,200,21.0116
0.1768,0.0007,0.0000,0.0001,0.1758,0.0002,200,22.0118
0.1769,0.0007,0.0000,0.0001,0.1760,0.0001,200,22.0118
0.1772,0.0008,0.0000,0.0001,0.1761,0.0002,200,23.0117
0.3541,0.0008,0.0000,0.0001,0.3527,0.0002,200,23.0115
0.1765,0.0006,0.0000,0.0001,0.1756,0.0001,200,24.0123
0.1786,0.0005,0.0000,0.0001,0.1778,0.0001,200,24.0120
0.1765,0.0005,0.0000,0.0001,0.1758,0.0001,200,25.0122
0.1765,0.0004,0.0000,0.0003,0.1757,0.0000,200,25.0123
0.1771,0.0007,0.0000,0.0001,0.1761,0.0002,200,26.0114
0.1769,0.0007,0.0000,0.0002,0.1759,0.0000,200,26.0116
0.1775,0.0014,0.0000,0.0001,0.1758,0.0003,200,27.1494
0.1801,0.0011,0.0000,0.0001,0.1786,0.0001,200,27.1493
0.1771,0.0003,0.0000,0.0000,0.1763,0.0002,200,28.0118
0.3527,0.0006,0.0000,0.0001,0.3519,0.0002,200,28.0120
0.1766,0.0008,0.0000,0.0001,0.1755,0.0001,200,29.0123
0.1774,0.0004,0.0000,0.0001,0.1769,0.0001,200,29.0122
0.1777,0.0010,0.0000,0.0002,0.1761,0.0003,200,30.0122
0.3536,0.0010,0.0000,0.0002,0.3521,0.0003,200,30.0123
0.1759,0.0005,0.0000,0.0001,0.1752,0.0001,200,31.0128
0.1760,0.0005,0.0000,0.0001,0.1752,0.0001,200,31.0127
0.1767,0.0007,0.0000,0.0001,0.1758,0.0002,200,32.0131
0.3525,0.0007,0.0000,0.0001,0.3513,0.0002,200,32.0129
0.1783,0.0007,0.0000,0.0001,0.1773,0.0001,200,33.0114
0.3533,0.0005,0.0000,0.0001,0.3525,0.0001,200,33.0116
0.1767,0.0004,0.0000,0.0001,0.1760,0.0001,200,34.0122
0.1769,0.0006,0.0000,0.0001,0.1761,0.0001,200,34.0121
0.1767,0.0007,0.0000,0.0001,0.1758,0.0001,200,35.0122
0.3516,0.0006,0.0000,0.0001,0.3507,0.0001,200,35.0122
0.1767,0.0005,0.0000,0.0001,0.1759,0.0002,200,36.0123
0.3525,0.0004,0.0000,0.0001,0.3518,0.0002,200,36.0123
0.1762,0.0004,0.0000,0.0001,0.1755,0.0001,200,37.0124
0.1763,0.0005,0.0000,0.0001,0.1755,0.0002,200,37.0123
0.1758,0.0005,0.0000,0.0001,0.1751,0.0001,200,38.0148
0.1761,0.0003,0.0000,0.0001,0.1756,0.0001,200,38.0145
0.1771,0.0007,0.0000,0.0001,0.1761,0.0002,200,39.0117
0.1769,0.0006,0.0000,0.0001,0.1761,0.0001,200,39.0120
0.1771,0.0009,0.0000,0.0001,0.1760,0.0001,200,40.0119
0.1772,0.0008,0.0000,0.0001,0.1759,0.0003,200,40.0119
0.1764,0.0010,0.0000,0.0001,0.1750,0.0003,200,41.0113
0.3524,0.0008,0.0000,0.0001,0.3511,0.0003,200,41.0115
0.1771,0.0005,0.0000,0.0001,0.1764,0.0001,200,42.0898
0.1770,0.0003,0.0000,0.0001,0.1761,0.0005,200,42.0901
0.1770,0.0005,0.0000,0.0001,0.1763,0.0001,200,43.0125
0.3523,0.0005,0.0000,0.0002,0.3514,0.0001,200,43.0124
0.1760,0.0006,0.0000,0.0001,0.1751,0.0002,200,44.0126
0.1760,0.0005,0.0000,0.0001,0.1752,0.0002,200,44.0128
0.1769,0.0005,0.0000,0.0001,0.1756,0.0007,200,45.0134
0.1787,0.0005,0.0000,0.0001,0.1778,0.0002,200,45.0131
0.1768,0.0004,0.0000,0.0001,0.1761,0.0001,200,46.0119
0.3509,0.0001,0.0000,0.0001,0.3506,0.0001,200,46.0127
0.1773,0.0009,0.0000,0.0001,0.1761,0.0002,200,47.0114
0.1767,0.0006,0.0000,0.0001,0.1759,0.0000,200,47.0121
0.1770,0.0006,0.0000,0.0001,0.1757,0.0005,200,48.0123
0.3533,0.0008,0.0000,0.0001,0.3522,0.0002,200,48.0122
0.1766,0.0005,0.0000,0.0001,0.1756,0.0001,200,49.0121
0.1766,0.0005,0.0000,0.0001,0.1756,0.0001,200,49.0121
0.1898,0.0117,0.0000,0.0001,0.1779,0.0001,200,50.0127
0.3661,0.0121,0.0000,0.0014,0.3525,0.0001,200,50.0123
0.1847,0.0077,0.0000,0.0000,0.1759,0.0001,200,51.0119
0.1850,0.0085,0.0000,0.0001,0.1761,0.0001,200,51.0116
0.1771,0.0011,0.0000,0.0000,0.1758,0.0002,200,52.0124
0.3530,0.0007,0.0000,0.0001,0.3519,0.0003,200,52.0126
0.1873,0.0113,0.0000,0.0001,0.1758,0.0001,200,53.0114
0.3545,0.0032,0.0000,0.0001,0.3511,0.0001,200,53.0195
0.1772,0.0003,0.0000,0.0001,0.1765,0.0003,200,54.0117
0.1770,0.0005,0.0000,0.0001,0.1760,0.0002,200,54.0122
0.1764,0.0005,0.0000,0.0001,0.1757,0.0002,200,55.0114
0.3522,0.0001,0.0000,0.0003,0.3515,0.0002,200,55.0118
0.1773,0.0006,0.0000,0.0001,0.1763,0.0003,200,56.0124
0.3523,0.0004,0.0000,0.0002,0.3516,0.0001,200,56.0132
0.1787,0.0003,0.0000,0.0001,0.1781,0.0001,200,57.2470
0.1789,0.0006,0.0000,0.0001,0.1782,0.0001,200,57.2474
0.1847,0.0013,0.0000,0.0001,0.1830,0.0003,200,58.0114
0.3600,0.0010,0.0000,0.0000,0.3588,0.0001,200,58.0116
0.1773,0.0010,0.0000,0.0001,0.1759,0.0002,200,59.0115
0.1778,0.0009,0.0000,0.0000,0.1768,0.0001,200,59.0118
0.1761,0.0006,0.0000,0.0001,0.1752,0.0002,200,60.0115
0.1762,0.0007,0.0000,0.0000,0.1754,0.0000,200,60.0115
0.1766,0.0003,0.0000,0.0002,0.1758,0.0003,200,61.0113
0.1767,0.0004,0.0000,0.0002,0.1759,0.0003,200,61.0113
0.1772,0.0004,0.0000,0.0001,0.1766,0.0001,200,62.0117
0.3532,0.0006,0.0000,0.0001,0.3523,0.0002,200,62.0116
0.1772,0.0015,0.0000,0.0002,0.1753,0.0001,200,63.0156
0.1772,0.0016,0.0000,0.0000,0.1751,0.0004,200,63.0156
0.1761,0.0007,0.0000,0.0001,0.1751,0.0002,200,64.0125
0.1813,0.0009,0.0000,0.0000,0.1802,0.0001,200,64.0125
0.1771,0.0008,0.0000,0.0001,0.1760,0.0002,200,65.0125
0.3530,0.0008,0.0000,0.0001,0.3519,0.0002,200,65.0125
0.1779,0.0008,0.0000,0.0001,0.1768,0.0002,200,66.0119
0.3538,0.0009,0.0000,0.0001,0.3527,0.0001,200,66.0119
0.1772,0.0012,0.0000,0.0002,0.1757,0.0001,200,67.0116
0.1789,0.0011,0.0000,0.0001,0.1776,0.0001,200,67.0117
0.1760,0.0003,0.0000,0.0000,0.1756,0.0001,200,68.0135
0.1764,0.0004,0.0000,0.0001,0.1758,0.0001,200,68.0133
0.1767,0.0008,0.0000,0.0000,0.1757,0.0001,200,69.0120
0.1766,0.0007,0.0000,0.0001,0.1757,0.0001,200,69.0121
0.1771,0.0007,0.0000,0.0001,0.1761,0.0002,200,70.0118
0.1774,0.0008,0.0000,0.0001,0.1762,0.0003,200,70.0117
0.1771,0.0009,0.0000,0.0001,0.1759,0.0001,200,71.0116
0.1771,0.0008,0.0000,0.0000,0.1761,0.0001,200,71.0115
0.1779,0.0004,0.0000,0.0001,0.1772,0.0002,200,72.0697
0.2934,0.0006,0.0000,0.0001,0.2924,0.0003,200,72.0695
0.1814,0.0007,0.0000,0.0001,0.1753,0.0053,200,73.0125
0.1818,0.0006,0.0000,0.0001,0.1810,0.0002,200,73.0126
0.1769,0.0006,0.0000,0.0001,0.1759,0.0002,200,74.0118
0.1767,0.0006,0.0000,0.0000,0.1759,0.0001,200,74.0121
0.1769,0.0012,0.0000,0.0000,0.1754,0.0001,200,75.0119
0.1769,0.0009,0.0000,0.0002,0.1757,0.0001,200,75.0119
0.1770,0.0006,0.0000,0.0001,0.1761,0.0002,200,76.0127
0.1769,0.0014,0.0000,0.0001,0.1753,0.0001,200,76.0128
0.1766,0.0009,0.0000,0.0001,0.1755,0.0001,200,77.0121
0.1767,0.0009,0.0000,0.0001,0.1754,0.0003,200,77.0119
0.1771,0.0011,0.0000,0.0004,0.1753,0.0001,200,78.0116
0.1771,0.0010,0.0000,0.0001,0.1758,0.0001,200,78.0115
0.1771,0.0007,0.0000,0.0000,0.1762,0.0001,200,79.0116
0.1771,0.0008,0.0000,0.0001,0.1762,0.0001,200,79.0117
0.1775,0.0016,0.0000,0.0001,0.1757,0.0001,200,80.0144
0.1775,0.0014,0.0000,0.0001,0.1759,0.0001,200,80.0144
0.1771,0.0007,0.0000,0.0001,0.1762,0.0001,200,81.0116
0.1771,0.0006,0.0000,0.0000,0.1758,0.0002,200,81.0116
0.1816,0.0052,0.0000,0.0001,0.1760,0.0003,200,82.0122
0.1817,0.0051,0.0000,0.0001,0.1762,0.0002,200,82.0123
