,ts,value
0,1675982768,0.9325943977510885
1,1675982769,0.9320472291712282
2,1675982770,0.8351697826893304
3,1675982771,0.8369636296463344
4,1675982772,0.8387574766033382
5,1675982773,0.8685945863395053
6,1675982774,0.8703884332965094
7,1675982775,0.8721822802535132
8,1675982776,0.8799878693362766
9,1675982777,0.8817817162932804
10,1675982778,0.8835755632502846
11,1675982779,0.8853671312061917
12,1675982780,0.8871610690197785
13,1675982781,0.8612918896728586
14,1675982782,0.8606978418143005
15,1675982783,0.8601037939557424
16,1675982784,0.875140923659457
17,1675982785,0.8584039222685104
18,1675982786,0.8584039222685104
19,1675982787,0.8584039222685104
20,1675982788,0.8584039222685104
21,1675982789,0.8584039222685104
22,1675982790,0.8140513020772566
23,1675982791,0.7841413509246005
24,1675982792,0.7841413509246005
25,1675982793,0.7841413509246005
26,1675982794,0.8590856278507947
27,1675982795,0.8627442959358292
28,1675982796,0.8874992268361083
29,1675982797,0.8911578949211427
30,1675982798,0.8971860375653372
31,1675982799,0.9008447056503718
32,1675982800,0.9045033737354063
33,1675982801,0.9081620418204408
34,1675982802,0.9118207099054755
35,1675982803,0.9154793779905099
36,1675982804,0.918840734606237
37,1675982805,0.8661146336050235
38,1675982806,0.8734842856757773
39,1675982807,0.9187927451885743
40,1675982808,0.9457591257873551
41,1675982809,0.9029341465918809
42,1675982810,0.845394513060414
43,1675982811,0.8467193017017419
44,1675982812,0.8480440903430697
45,1675982813,0.8493688789843975
46,1675982814,0.8506936676257255
47,1675982815,0.8520184562670533
48,1675982816,0.8428743931495538
49,1675982817,0.8333580107706936
50,1675982818,0.8353535601866656
51,1675982819,0.8373491096026378
52,1675982820,0.83934465901861
53,1675982821,0.9021481008332524
54,1675982822,0.8260360389960208
55,1675982823,0.8280315884119931
56,1675982824,0.7517928588641393
57,1675982825,0.7572437020754448
58,1675982826,0.790875921481489
59,1675982827,0.792871470897461
60,1675982828,0.7948670203134333
61,1675982829,0.7968625697294053
62,1675982830,0.7766072442699343
63,1675982831,0.7766072442699343
64,1675982832,0.7766072442699343
65,1675982833,0.775637846925172
66,1675982834,0.8944523784408583
67,1675982835,0.9021685294481081
68,1675982836,0.909886423334496
69,1675982837,0.8573758894008509
70,1675982838,0.8616365555075988
71,1675982839,0.8658972216143467
72,1675982840,0.8701578877210947
73,1675982841,0.7922218076595593
74,1675982842,0.7981974413348554
75,1675982843,0.8041730750101516
76,1675982844,0.8101487086854476
77,1675982845,0.8161243423607439
78,1675982846,0.8220999760360401
79,1675982847,0.8280756097113363
80,1675982848,0.8340512433866324
81,1675982849,0.8010141197219341
82,1675982850,0.8069897533972302
83,1675982851,0.6962959788934201
84,1675982852,0.8322934217405081
85,1675982853,0.8403592148642907
86,1675982854,0.8484204161130816
87,1675982855,0.8564864003420327
88,1675982856,0.8077928000544156
89,1675982857,0.8175989561668344
90,1675982858,0.8274051122792531
91,1675982859,0.8372112683916719
92,1675982860,0.8470174245040907
93,1675982861,0.8568235806165094
94,1675982862,0.8666297367289282
95,1675982863,0.8764358928413468
96,1675982864,0.8892645935847665
97,1675982865,0.8990707496971853
98,1675982866,0.9193023126241475
99,1675982867,0.8856763367762926
100,1675982868,0.8957026100015324
101,1675982869,0.8506495335196215
102,1675982870,0.8591063889859775
103,1675982871,0.8675632444523336
104,1675982872,0.8760200999186895
105,1675982873,0.8844769553850456
106,1675982874,0.8929338108514017
107,1675982875,0.9013906663177577
108,1675982876,0.8776314742889207
109,1675982877,0.8860883297552767
110,1675982878,0.8945451852216327
111,1675982879,0.8735306150625489
112,1675982880,0.8751994969406587
113,1675982881,0.7895498038574589
114,1675982882,0.797728723934254
115,1675982883,0.9156764677618444
116,1675982884,0.8569742139730097
117,1675982885,0.9204874631583421
118,1675982886,0.9254023471939492
119,1675982887,0.9131298339873729
120,1675982888,0.9163758361448702
