,ts,value
0,1676055224,0.19532079184163173
1,1676055225,0.19532079184163173
2,1676055226,0.19532079184163173
3,1676055227,0.19532079184163173
4,1676055228,0.19532079184163173
5,1676055229,0.19532079184163173
6,1676055230,0.19532079184163173
7,1676055231,0.16747075971379058
8,1676055232,0.16421541318309674
9,1676055233,0.16096006665240287
10,1676055234,0.23269778517691195
11,1676055235,0.23269778517691195
12,1676055236,0.23269778517691195
13,1676055237,0.23269778517691195
14,1676055238,0.23269778517691195
15,1676055239,0.23269778517691195
16,1676055240,0.23269778517691195
17,1676055241,0.23269778517691195
18,1676055242,0.23269778517691195
19,1676055243,0.23269778517691195
20,1676055244,0.23269778517691195
21,1676055245,0.23269778517691195
22,1676055246,0.23269778517691195
23,1676055247,0.2475790633915009
24,1676055248,0.2475790633915009
25,1676055249,0.2475790633915009
26,1676055250,0.2475790633915009
27,1676055251,0.29238356978479124
28,1676055252,0.29238356978479124
29,1676055253,0.29238356978479124
30,1676055254,0.29238356978479124
31,1676055255,0.29238356978479124
32,1676055256,0.29238356978479124
33,1676055257,0.29238356978479124
34,1676055258,0.3410126403556472
35,1676055259,0.3410126403556472
36,1676055260,0.3410126403556472
37,1676055261,0.3410126403556472
38,1676055262,0.3410126403556472
39,1676055263,0.3410126403556472
40,1676055264,0.3410126403556472
41,1676055265,0.3410126403556472
42,1676055266,0.36071171944106356
43,1676055267,0.36071171944106356
44,1676055268,0.36071171944106356
45,1676055269,0.36071171944106356
46,1676055270,0.36071171944106356
47,1676055271,0.36071171944106356
48,1676055272,0.36071171944106356
49,1676055273,0.36071171944106356
50,1676055274,0.36071171944106356
51,1676055275,0.36071171944106356
52,1676055276,0.33262561108395466
53,1676055277,0.396971360531428
54,1676055278,0.396971360531428
55,1676055279,0.396971360531428
56,1676055280,0.396971360531428
57,1676055281,0.396971360531428
58,1676055282,0.396971360531428
59,1676055283,0.396971360531428
60,1676055284,0.3281398347099496
