,ts,value
0,1675854358,0.6916981270493588
1,1675854359,0.6371289140026519
2,1675854360,0.6457503033416164
3,1675854361,0.638699751787643
4,1675854362,0.6561507641795111
5,1675854363,0.655903289194777
6,1675854364,0.6458469734425366
7,1675854365,0.6616102441043344
8,1675854366,0.6611972041808799
9,1675854367,0.6444951815192553
10,1675854368,0.6320184050812941
11,1675854369,0.6197752582555807
12,1675854370,0.6148762849122494
13,1675854371,0.6158018141292548
14,1675854372,0.6167273433462602
15,1675854373,0.6223517850946013
16,1675854374,0.6132412652864322
17,1675854375,0.5800509121947208
18,1675854376,0.5851291710696434
19,1675854377,0.5791753059496093
20,1675854378,0.5797970590263004
21,1675854379,0.6028527167819571
22,1675854380,0.6014563624258611
23,1675854381,0.613042665198733
24,1675854382,0.639761592293364
25,1675854383,0.6431152759335803
26,1675854384,0.6186254331846578
27,1675854385,0.6173342502427659
28,1675854386,0.6002384428239614
29,1675854387,0.6035248909195939
30,1675854388,0.6170271158103141
31,1675854389,0.610067985483529
32,1675854390,0.6089187932438597
33,1675854391,0.6140574470635939
34,1675854392,0.5888515184738031
35,1675854393,0.6152741469789682
36,1675854394,0.6176734721468727
37,1675854395,0.5872419749519169
38,1675854396,0.5941653133477698
39,1675854397,0.5828979857550128
40,1675854398,0.5849328086943811
41,1675854399,0.6067515470908501
42,1675854400,0.6187071308785372
43,1675854401,0.6169458591226095
44,1675854402,0.6120241938699608
45,1675854403,0.6080961056306046
46,1675854404,0.6123046148365661
47,1675854405,0.6135622054709905
48,1675854406,0.5991285046207364
49,1675854407,0.6121408988710478
50,1675854408,0.6349092725746791
51,1675854409,0.6409508934308104
52,1675854410,0.6613784770114869
53,1675854411,0.6502114684626713
54,1675854412,0.649998913247822
55,1675854413,0.6510331781666185
56,1675854414,0.6523522643587875
57,1675854415,0.6467584421351101
58,1675854416,0.6740842887039276
59,1675854417,0.6646061571323502
60,1675854418,0.6646138699139365
61,1675854419,0.6406940581892754
62,1675854420,0.6723564333137896
63,1675854421,0.6773062099762925
64,1675854422,0.6734423349382559
65,1675854423,0.6439082954050828
66,1675854424,0.6159873044246357
67,1675854425,0.5982437897968741
68,1675854426,0.6197548828030159
69,1675854427,0.6596872213410582
70,1675854428,0.6630452762497497
71,1675854429,0.6778144971399133
72,1675854430,0.693457329001591
73,1675854431,0.6958811972666071
74,1675854432,0.6971257342662956
75,1675854433,0.698370271265984
76,1675854434,0.6649435164578416
77,1675854435,0.6721844934729742
78,1675854436,0.6778222363638844
79,1675854437,0.683517686805942
80,1675854438,0.6838312383390189
81,1675854439,0.6692199912841552
82,1675854440,0.6737611339811408
83,1675854441,0.6633947311807415
84,1675854442,0.6699150350171857
85,1675854443,0.6705348536141532
86,1675854444,0.6711546722111207
87,1675854445,0.6607104176057792
88,1675854446,0.6502574731986275
89,1675854447,0.6505020807807455
90,1675854448,0.6529695491254078
91,1675854449,0.667510494275215
92,1675854450,0.6733639892654549
93,1675854451,0.6896934864135452
94,1675854452,0.6807855925989411
95,1675854453,0.6682971807844411
96,1675854454,0.6622351149132798
97,1675854455,0.6865568985444751
98,1675854456,0.6892645012811561
99,1675854457,0.6906163262866339
100,1675854458,0.6815695759273669
101,1675854459,0.6580107342122813
102,1675854460,0.6302656277943455
103,1675854461,0.6148107788772387
104,1675854462,0.6081112929680462
105,1675854463,0.6069251237097902
106,1675854464,0.5788096100202241
107,1675854465,0.6076495563385665
108,1675854466,0.6010888229128013
109,1675854467,0.589468983916166
110,1675854468,0.6269274321022071
111,1675854469,0.6076353531067046
112,1675854470,0.6146758810246172
113,1675854471,0.6295143253638418
114,1675854472,0.6372099484341589
115,1675854473,0.6493605364750656
116,1675854474,0.6486078796365186
117,1675854475,0.6276542975607082
118,1675854476,0.6212509601144105
119,1675854477,0.6199042459833762
120,1675854478,0.6185575318523416
