response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.1780,0.0004,0.0000,0.0005,0.1756,0.0014,200,1.0217
0.1816,0.0004,0.0000,0.0001,0.1810,0.0001,200,1.0221
0.1824,0.0004,0.0000,0.0001,0.1817,0.0002,200,1.0222
0.1829,0.0004,0.0000,0.0003,0.1820,0.0001,200,1.0218
0.3572,0.0002,0.0000,0.0004,0.3562,0.0002,200,1.0217
0.3572,0.0002,0.0000,0.0001,0.3568,0.0001,200,1.0224
0.1805,0.0034,0.0000,0.0002,0.1766,0.0002,200,2.0199
0.1812,0.0039,0.0000,0.0001,0.1763,0.0009,200,2.0205
0.1795,0.0001,0.0000,0.0001,0.1790,0.0002,200,2.0232
0.1831,0.0037,0.0000,0.0002,0.1791,0.0001,200,2.0197
0.3536,0.0001,0.0000,0.0000,0.3533,0.0002,200,2.0236
0.3589,0.0030,0.0000,0.0002,0.3551,0.0005,200,2.0204
0.1765,0.0001,0.0000,0.0001,0.1762,0.0001,200,3.0206
0.1770,0.0007,0.0000,0.0001,0.1759,0.0002,200,3.0201
0.1770,0.0003,0.0000,0.0001,0.1762,0.0004,200,3.0205
0.1796,0.0003,0.0000,0.0001,0.1791,0.0001,200,3.0205
0.2409,0.0006,0.0000,0.0001,0.2401,0.0002,200,3.0203
0.3573,0.0002,0.0000,0.0001,0.3569,0.0001,200,3.0206
0.1770,0.0012,0.0000,0.0001,0.1755,0.0002,200,4.0209
0.1770,0.0016,0.0000,0.0001,0.1753,0.0000,200,4.0209
0.1783,0.0010,0.0000,0.0002,0.1770,0.0001,200,4.0208
0.1790,0.0002,0.0000,0.0001,0.1786,0.0001,200,4.0201
0.3547,0.0015,0.0000,0.0003,0.3528,0.0001,200,4.0206
0.3545,0.0008,0.0000,0.0001,0.3534,0.0002,200,4.0209
0.1777,0.0004,0.0000,0.0002,0.1768,0.0003,200,5.0205
0.1794,0.0022,0.0000,0.0001,0.1769,0.0001,200,5.0205
0.1813,0.0019,0.0000,0.0001,0.1792,0.0001,200,5.0208
0.1815,0.0002,0.0000,0.0002,0.1808,0.0001,200,5.0206
0.3540,0.0014,0.0000,0.0001,0.3519,0.0004,200,5.0210
0.3558,0.0018,0.0000,0.0001,0.3538,0.0001,200,5.0209
0.1775,0.0013,0.0000,0.0001,0.1759,0.0002,200,6.2704
0.2062,0.0007,0.0000,0.0003,0.2050,0.0002,200,6.2710
0.2117,0.0007,0.0000,0.0003,0.2107,0.0001,200,6.2710
0.2165,0.0010,0.0000,0.0003,0.2147,0.0002,200,6.2704
0.3818,0.0005,0.0000,0.0003,0.3809,0.0001,200,6.2712
0.3914,0.0007,0.0000,0.0001,0.3903,0.0004,200,6.2712
0.1789,0.0030,0.0000,0.0002,0.1754,0.0002,200,7.0311
0.1819,0.0012,0.0000,0.0001,0.1804,0.0001,200,7.0299
0.1802,0.0022,0.0000,0.0001,0.1777,0.0002,200,7.0320
0.1854,0.0009,0.0000,0.0001,0.1838,0.0002,200,7.0328
0.1851,0.0010,0.0000,0.0001,0.1839,0.0001,200,7.0333
0.3600,0.0015,0.0000,0.0005,0.3579,0.0001,200,7.0300
0.1770,0.0006,0.0000,0.0001,0.1762,0.0001,200,8.0202
0.1771,0.0007,0.0000,0.0001,0.1761,0.0002,200,8.0201
0.1765,0.0002,0.0000,0.0001,0.1762,0.0001,200,8.0206
0.1909,0.0003,0.0000,0.0001,0.1904,0.0001,200,8.0205
0.1915,0.0002,0.0000,0.0001,0.1911,0.0001,200,8.0205
0.3534,0.0003,0.0000,0.0000,0.3529,0.0002,200,8.0206
0.1770,0.0005,0.0000,0.0004,0.1760,0.0001,200,9.0203
0.1771,0.0003,0.0000,0.0003,0.1763,0.0000,200,9.0203
0.1764,0.0002,0.0000,0.0000,0.1762,0.0000,200,9.0210
0.1778,0.0009,0.0000,0.0000,0.1768,0.0001,200,9.0203
0.3533,0.0001,0.0000,0.0002,0.3528,0.0001,200,9.0206
0.3533,0.0004,0.0000,0.0000,0.3527,0.0002,200,9.0208
0.1773,0.0004,0.0000,0.0001,0.1764,0.0003,200,10.0200
0.1781,0.0003,0.0000,0.0002,0.1775,0.0002,200,10.0202
0.1784,0.0003,0.0000,0.0001,0.1779,0.0001,200,10.0201
0.1865,0.0001,0.0000,0.0001,0.1860,0.0003,200,10.0205
0.1893,0.0002,0.0000,0.0001,0.1879,0.0011,200,10.0204
0.1931,0.0004,0.0000,0.0001,0.1926,0.0001,200,10.0202
0.1779,0.0007,0.0000,0.0001,0.1769,0.0001,200,11.0209
0.1780,0.0004,0.0000,0.0001,0.1774,0.0000,200,11.0209
0.1784,0.0003,0.0000,0.0008,0.1770,0.0003,200,11.0207
0.1785,0.0004,0.0000,0.0000,0.1777,0.0004,200,11.0214
0.3539,0.0005,0.0000,0.0001,0.3527,0.0002,200,11.0210
0.5317,0.0003,0.0000,0.0001,0.5289,0.0025,200,11.0214
0.1759,0.0001,0.0000,0.0001,0.1756,0.0001,200,12.0198
0.1772,0.0002,0.0000,0.0001,0.1768,0.0001,200,12.0198
0.1774,0.0004,0.0000,0.0001,0.1769,0.0000,200,12.0196
0.3534,0.0011,0.0000,0.0000,0.3521,0.0002,200,12.0196
0.5290,0.0002,0.0000,0.0000,0.5287,0.0001,200,12.0198
0.7039,0.0002,0.0000,0.0000,0.7035,0.0001,200,12.0201
0.1770,0.0010,0.0000,0.0001,0.1757,0.0002,200,13.0202
0.1766,0.0003,0.0000,0.0002,0.1756,0.0004,200,13.0207
0.1776,0.0009,0.0000,0.0002,0.1764,0.0001,200,13.0203
0.1784,0.0005,0.0000,0.0001,0.1777,0.0001,200,13.0206
0.1812,0.0006,0.0000,0.0001,0.1803,0.0001,200,13.0205
0.3576,0.0008,0.0000,0.0001,0.3565,0.0002,200,13.0204
0.1760,0.0005,0.0000,0.0001,0.1753,0.0001,200,14.0208
0.1764,0.0008,0.0000,0.0001,0.1754,0.0000,200,14.0205
0.1760,0.0002,0.0000,0.0002,0.1754,0.0000,200,14.0209
0.1812,0.0007,0.0000,0.0001,0.1804,0.0001,200,14.0206
0.3553,0.0003,0.0000,0.0000,0.3536,0.0014,200,14.0211
0.3571,0.0004,0.0000,0.0001,0.3565,0.0001,200,14.0209
0.1769,0.0005,0.0000,0.0000,0.1764,0.0001,200,15.0211
0.1772,0.0009,0.0000,0.0001,0.1761,0.0001,200,15.0208
0.1771,0.0008,0.0000,0.0001,0.1761,0.0001,200,15.0209
0.1770,0.0003,0.0000,0.0001,0.1765,0.0001,200,15.0211
0.3544,0.0012,0.0000,0.0002,0.3528,0.0001,200,15.0206
0.3539,0.0004,0.0000,0.0002,0.3532,0.0000,200,15.0212
0.1770,0.0002,0.0000,0.0001,0.1765,0.0001,200,16.0211
0.1772,0.0003,0.0000,0.0003,0.1765,0.0001,200,16.0209
