response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.1778,0.0009,0.0000,0.0003,0.1762,0.0003,200,1.0208
0.3538,0.0005,0.0000,0.0003,0.3528,0.0002,200,1.0213
0.5296,0.0004,0.0000,0.0002,0.5288,0.0001,200,1.0214
0.7053,0.0006,0.0000,0.0000,0.7045,0.0001,200,1.0215
0.8812,0.0001,0.0000,0.0002,0.8808,0.0001,200,1.0217
1.0568,0.0001,0.0000,0.0000,1.0565,0.0001,200,1.0222
0.2362,0.0005,0.0000,0.0000,0.2351,0.0003,200,2.0338
0.4005,0.0001,0.0000,0.0001,0.3999,0.0004,200,2.0343
0.5756,0.0001,0.0000,0.0000,0.5753,0.0002,200,2.0346
0.7526,0.0001,0.0000,0.0000,0.7522,0.0002,200,2.0348
0.9290,0.0004,0.0000,0.0001,0.9270,0.0002,200,2.0336
1.0699,0.0002,0.0000,0.0001,1.0694,0.0002,200,2.0790
0.2926,0.0004,0.0000,0.0002,0.2918,0.0001,200,3.0217
0.4692,0.0002,0.0000,0.0001,0.4688,0.0001,200,3.0220
0.6444,0.0002,0.0000,0.0001,0.6439,0.0001,200,3.0221
0.8363,0.0002,0.0000,0.0001,0.8359,0.0001,200,3.0222
0.9981,0.0001,0.0000,0.0001,0.9978,0.0001,200,3.0222
1.0487,0.0002,0.0000,0.0001,1.0480,0.0003,200,3.1489
0.3528,0.0014,0.0000,0.0002,0.3510,0.0002,200,4.0206
0.5287,0.0011,0.0000,0.0003,0.5266,0.0002,200,4.0204
0.7046,0.0010,0.0000,0.0004,0.7030,0.0003,200,4.0211
0.8831,0.0011,0.0000,0.0004,0.8813,0.0002,200,4.0209
1.0578,0.0066,0.0000,0.0001,1.0509,0.0002,200,4.0210
1.0574,0.0002,0.0000,0.0001,1.0568,0.0002,200,4.1976
0.3909,0.0010,0.0000,0.0003,0.3894,0.0001,200,5.0392
0.5669,0.0009,0.0000,0.0000,0.5658,0.0002,200,5.0397
0.7481,0.0004,0.0000,0.0002,0.7473,0.0001,200,5.0399
0.9240,0.0002,0.0000,0.0002,0.9233,0.0002,200,5.0400
1.0619,0.0005,0.0000,0.0001,1.0610,0.0003,200,5.0789
1.0628,0.0002,0.0000,0.0001,1.0622,0.0003,200,5.2549
0.4393,0.0170,0.0000,0.0001,0.4216,0.0005,200,6.0543
0.6142,0.0165,0.0000,0.0002,0.5972,0.0002,200,6.0546
0.7899,0.0165,0.0000,0.0002,0.7730,0.0002,200,6.0547
0.9659,0.0163,0.0000,0.0002,0.9491,0.0002,200,6.0548
