response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.1763,0.0002,0.0000,0.0001,0.1759,0.0002,200,1.0109
0.1769,0.0007,0.0000,0.0001,0.1759,0.0001,200,1.0103
0.1763,0.0006,0.0000,0.0001,0.1754,0.0002,200,2.0879
0.1794,0.0010,0.0000,0.0000,0.1782,0.0001,200,2.0877
0.1766,0.0006,0.0000,0.0001,0.1757,0.0001,200,3.0116
0.3508,0.0004,0.0000,0.0001,0.3502,0.0001,200,3.0123
0.1776,0.0009,0.0000,0.0001,0.1766,0.0001,200,4.0117
0.1776,0.0008,0.0000,0.0001,0.1765,0.0001,200,4.0117
0.1766,0.0003,0.0000,0.0001,0.1761,0.0000,200,5.0137
0.1761,0.0004,0.0000,0.0001,0.1755,0.0002,200,5.0142
0.1768,0.0007,0.0000,0.0001,0.1759,0.0001,200,6.0113
0.1777,0.0014,0.0000,0.0001,0.1759,0.0002,200,6.0114
0.1764,0.0009,0.0000,0.0001,0.1752,0.0001,200,7.0106
0.1770,0.0006,0.0000,0.0001,0.1760,0.0001,200,7.0109
0.1774,0.0004,0.0000,0.0002,0.1767,0.0002,200,8.0112
0.1777,0.0012,0.0000,0.0001,0.1763,0.0001,200,8.0115
0.1764,0.0007,0.0000,0.0001,0.1755,0.0001,200,9.0106
0.1765,0.0008,0.0000,0.0000,0.1756,0.0001,200,9.0106
0.1764,0.0009,0.0000,0.0002,0.1751,0.0001,200,10.0107
0.1766,0.0004,0.0000,0.0001,0.1761,0.0000,200,10.0105
0.1781,0.0009,0.0000,0.0002,0.1767,0.0003,200,11.0104
0.3532,0.0002,0.0000,0.0001,0.3527,0.0002,200,11.0109
0.1763,0.0007,0.0000,0.0001,0.1754,0.0001,200,12.0107
0.1762,0.0005,0.0000,0.0001,0.1755,0.0001,200,12.0110
0.1773,0.0002,0.0000,0.0001,0.1766,0.0002,200,13.0106
0.1773,0.0004,0.0000,0.0001,0.1768,0.0001,200,13.0106
0.1763,0.0003,0.0000,0.0001,0.1758,0.0001,200,14.0107
0.1766,0.0005,0.0000,0.0001,0.1759,0.0000,200,14.0104
0.1772,0.0005,0.0000,0.0001,0.1764,0.0002,200,15.0111
0.3531,0.0004,0.0000,0.0001,0.3525,0.0001,200,15.0112
0.1764,0.0007,0.0000,0.0001,0.1755,0.0001,200,16.0107
0.1789,0.0007,0.0000,0.0002,0.1777,0.0001,200,16.0106
0.1786,0.0007,0.0000,0.0001,0.1772,0.0005,200,17.1060
0.1842,0.0004,0.0000,0.0001,0.1836,0.0001,200,17.1059
0.1776,0.0010,0.0000,0.0001,0.1763,0.0001,200,18.0117
0.1772,0.0007,0.0000,0.0001,0.1762,0.0001,200,18.0120
0.1761,0.0007,0.0000,0.0001,0.1752,0.0002,200,19.0119
0.1774,0.0007,0.0000,0.0001,0.1765,0.0001,200,19.0119
0.1819,0.0056,0.0000,0.0001,0.1759,0.0003,200,20.0112
0.1829,0.0053,0.0000,0.0001,0.1771,0.0004,200,20.0116
0.1778,0.0007,0.0000,0.0001,0.1768,0.0002,200,21.0109
0.3534,0.0006,0.0000,0.0002,0.3524,0.0001,200,21.0109
0.1766,0.0011,0.0000,0.0001,0.1752,0.0002,200,22.0115
0.1778,0.0004,0.0000,0.0001,0.1771,0.0001,200,22.0115
0.1776,0.0007,0.0000,0.0004,0.1764,0.0002,200,23.0107
0.1775,0.0005,0.0000,0.0001,0.1768,0.0000,200,23.0109
0.1763,0.0004,0.0000,0.0001,0.1758,0.0001,200,24.0107
0.1762,0.0004,0.0000,0.0001,0.1755,0.0002,200,24.0107
0.1777,0.0009,0.0000,0.0001,0.1766,0.0002,200,25.0107
0.3541,0.0019,0.0000,0.0001,0.3517,0.0003,200,25.0105
0.1770,0.0004,0.0000,0.0000,0.1764,0.0002,200,26.0113
