response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.6257,0.0088,0.0000,0.0001,0.6164,0.0001,200,1.7513
0.8034,0.0078,0.0000,0.0001,0.7953,0.0001,200,1.7521
0.3631,0.0003,0.0000,0.0001,0.3626,0.0001,200,2.3769
0.3529,0.0002,0.0000,0.0001,0.3524,0.0002,200,2.5555
0.1834,0.0006,0.0000,0.0003,0.1820,0.0002,200,3.2650
0.3597,0.0026,0.0000,0.0002,0.3565,0.0004,200,3.2652
0.1770,0.0009,0.0000,0.0001,0.1757,0.0002,200,4.0785
0.3528,0.0002,0.0000,0.0001,0.3523,0.0002,200,4.0788
0.1796,0.0003,0.0000,0.0001,0.1786,0.0003,200,5.0794
0.3553,0.0008,0.0000,0.0001,0.3541,0.0002,200,5.0792
0.1856,0.0048,0.0000,0.0004,0.1802,0.0002,200,6.1493
0.3625,0.0126,0.0000,0.0001,0.3494,0.0004,200,6.1497
0.1768,0.0008,0.0000,0.0001,0.1757,0.0002,200,7.0889
0.3571,0.0002,0.0000,0.0001,0.3566,0.0003,200,7.0895
0.1780,0.0012,0.0000,0.0000,0.1766,0.0002,200,8.0788
0.3532,0.0008,0.0000,0.0001,0.3521,0.0002,200,8.0792
0.1788,0.0015,0.0000,0.0002,0.1766,0.0002,200,9.0840
0.3547,0.0015,0.0000,0.0018,0.3512,0.0002,200,9.0841
0.1763,0.0003,0.0000,0.0001,0.1758,0.0001,200,10.0851
0.3538,0.0055,0.0000,0.0001,0.3480,0.0003,200,10.0845
0.2390,0.0011,0.0000,0.0001,0.2330,0.0048,200,11.9797
0.8585,0.0092,0.0000,0.0001,0.8489,0.0002,200,11.9716
0.7885,0.0003,0.0000,0.0015,0.7864,0.0003,200,12.2188
0.3526,0.0002,0.0000,0.0001,0.3520,0.0002,200,12.8301
0.2785,0.0017,0.0000,0.0001,0.2764,0.0002,200,13.0800
0.3519,0.0002,0.0000,0.0001,0.3514,0.0002,200,13.1827
0.1771,0.0004,0.0000,0.0001,0.1763,0.0002,200,14.0783
0.3534,0.0004,0.0000,0.0001,0.3527,0.0002,200,14.0784
0.1769,0.0007,0.0000,0.0003,0.1758,0.0001,200,15.0784
0.3530,0.0006,0.0000,0.0002,0.3519,0.0002,200,15.0784
0.1809,0.0006,0.0000,0.0000,0.1799,0.0003,200,16.0927
0.3529,0.0129,0.0000,0.0001,0.3395,0.0002,200,16.0928
0.1898,0.0123,0.0000,0.0001,0.1771,0.0003,200,17.0799
0.3543,0.0024,0.0000,0.0001,0.3514,0.0003,200,17.0921
0.4590,0.0007,0.0000,0.0001,0.4578,0.0003,200,18.0779
0.6283,0.0006,0.0000,0.0000,0.6276,0.0001,200,18.0782
0.1782,0.0009,0.0000,0.0004,0.1766,0.0003,200,19.0787
0.3539,0.0005,0.0000,0.0001,0.3524,0.0004,200,19.0787
0.1770,0.0005,0.0000,0.0001,0.1763,0.0002,200,20.0783
0.3523,0.0007,0.0000,0.0001,0.3513,0.0002,200,20.0783
0.1771,0.0008,0.0000,0.0001,0.1760,0.0002,200,21.0783
0.3536,0.0008,0.0000,0.0001,0.3525,0.0002,200,21.0785
0.1813,0.0007,0.0000,0.0001,0.1802,0.0003,200,22.0784
0.3744,0.0007,0.0000,0.0003,0.3669,0.0065,200,22.0795
0.1776,0.0003,0.0000,0.0001,0.1770,0.0001,200,23.0787
0.3537,0.0004,0.0000,0.0001,0.3531,0.0002,200,23.0786
0.1775,0.0008,0.0000,0.0001,0.1765,0.0001,200,24.0821
0.3537,0.0010,0.0000,0.0032,0.3492,0.0002,200,24.0819
0.1820,0.0009,0.0000,0.0000,0.1808,0.0002,200,25.2237
0.3580,0.0003,0.0000,0.0001,0.3574,0.0002,200,25.2243
0.1856,0.0007,0.0000,0.0001,0.1845,0.0004,200,26.0831
0.3619,0.0005,0.0000,0.0001,0.3612,0.0002,200,26.0838
0.3541,0.0020,0.0000,0.0001,0.3515,0.0005,200,27.1403
0.5244,0.0002,0.0000,0.0001,0.5239,0.0001,200,27.1420
0.2014,0.0004,0.0000,0.0001,0.2003,0.0006,200,28.2574
0.3741,0.0029,0.0000,0.0001,0.3548,0.0002,200,28.2576
0.1771,0.0005,0.0000,0.0001,0.1763,0.0001,200,29.0786
0.3524,0.0001,0.0000,0.0001,0.3521,0.0001,200,29.0790
0.1774,0.0006,0.0000,0.0001,0.1764,0.0004,200,30.0783
0.3526,0.0001,0.0000,0.0001,0.3523,0.0001,200,30.0788
0.1783,0.0024,0.0000,0.0000,0.1758,0.0001,200,31.2310
0.3531,0.0018,0.0000,0.0001,0.3509,0.0002,200,31.2314
0.1766,0.0012,0.0000,0.0001,0.1752,0.0001,200,32.0787
0.3532,0.0020,0.0000,0.0001,0.3509,0.0001,200,32.0783
0.1768,0.0006,0.0000,0.0000,0.1758,0.0004,200,33.2419
0.3521,0.0002,0.0000,0.0001,0.3517,0.0001,200,33.2423
0.1763,0.0008,0.0000,0.0000,0.1753,0.0001,200,34.0782
0.3516,0.0002,0.0000,0.0001,0.3512,0.0001,200,34.0787
0.1785,0.0019,0.0000,0.0002,0.1756,0.0001,200,35.2569
0.3514,0.0005,0.0000,0.0001,0.3505,0.0002,200,35.2616
0.1895,0.0009,0.0000,0.0001,0.1884,0.0001,200,36.5420
0.3650,0.0003,0.0000,0.0002,0.3644,0.0001,200,36.5423
0.1807,0.0027,0.0000,0.0001,0.1775,0.0001,200,37.4887
0.3563,0.0039,0.0000,0.0001,0.3521,0.0002,200,37.4893
0.1772,0.0008,0.0000,0.0000,0.1761,0.0001,200,38.0782
0.3517,0.0002,0.0000,0.0001,0.3513,0.0001,200,38.0788
0.1777,0.0006,0.0000,0.0000,0.1768,0.0002,200,39.5091
0.3538,0.0002,0.0000,0.0001,0.3534,0.0001,200,39.5094
0.2012,0.0006,0.0000,0.0001,0.2003,0.0002,200,40.7531
0.3877,0.0137,0.0000,0.0001,0.3736,0.0001,200,40.7528
0.2117,0.0004,0.0000,0.0001,0.2108,0.0003,200,41.1042
0.3419,0.0003,0.0000,0.0001,0.3413,0.0001,200,41.1405
0.5775,0.0007,0.0000,0.0000,0.5766,0.0002,200,42.0892
0.7532,0.0002,0.0000,0.0001,0.7527,0.0002,200,42.0895
0.1798,0.0007,0.0000,0.0000,0.1788,0.0001,200,43.3456
0.3561,0.0008,0.0000,0.0001,0.3549,0.0003,200,43.3454
0.1825,0.0013,0.0000,0.0001,0.1808,0.0002,200,44.9431
0.3670,0.0006,0.0000,0.0001,0.3660,0.0003,200,44.9437
0.3615,0.0003,0.0000,0.0001,0.3609,0.0002,200,45.1255
0.3509,0.0002,0.0000,0.0001,0.3502,0.0004,200,45.3108
0.1802,0.0004,0.0000,0.0001,0.1794,0.0003,200,46.2691
0.3557,0.0001,0.0000,0.0001,0.3553,0.0002,200,46.2695
0.1764,0.0004,0.0000,0.0001,0.1757,0.0001,200,47.0781
0.3533,0.0014,0.0000,0.0001,0.3517,0.0001,200,47.0781
0.1852,0.0008,0.0000,0.0002,0.1839,0.0003,200,48.4626
0.3580,0.0002,0.0000,0.0001,0.3572,0.0005,200,48.4630
0.2252,0.0118,0.0000,0.0001,0.2130,0.0003,200,49.0813
0.3916,0.0160,0.0000,0.0025,0.3726,0.0005,200,49.0821
0.1868,0.0027,0.0000,0.0001,0.1835,0.0005,200,50.0957
0.3626,0.0004,0.0000,0.0001,0.3619,0.0001,200,50.0975
0.1801,0.0005,0.0000,0.0001,0.1793,0.0001,200,51.4406
0.3573,0.0019,0.0000,0.0003,0.3550,0.0001,200,51.4415
0.8182,0.0006,0.0000,0.0001,0.8173,0.0002,200,52.1234
0.9941,0.0002,0.0000,0.0001,0.9935,0.0002,200,52.1237
0.2160,0.0009,0.0000,0.0001,0.2148,0.0002,200,53.0781
0.3524,0.0006,0.0000,0.0003,0.3514,0.0001,200,53.1179
0.1784,0.0020,0.0000,0.0001,0.1758,0.0004,200,54.0893
0.3547,0.0013,0.0000,0.0004,0.3524,0.0003,200,54.0900
0.1821,0.0003,0.0000,0.0001,0.1814,0.0002,200,55.0785
0.8722,0.0003,0.0000,0.0001,0.8706,0.0012,200,55.0786
0.1845,0.0012,0.0000,0.0001,0.1828,0.0004,200,56.0808
0.3592,0.0004,0.0000,0.0001,0.3584,0.0003,200,56.0815
0.1832,0.0005,0.0000,0.0001,0.1824,0.0002,200,57.0830
0.3570,0.0003,0.0000,0.0001,0.3561,0.0006,200,57.0833
0.1879,0.0060,0.0000,0.0001,0.1815,0.0003,200,58.0789
0.3614,0.0065,0.0000,0.0001,0.3547,0.0001,200,58.0785
0.2089,0.0006,0.0000,0.0001,0.2077,0.0004,200,59.1078
0.3681,0.0001,0.0000,0.0002,0.3676,0.0002,200,59.1081
0.2073,0.0004,0.0000,0.0001,0.2065,0.0001,200,60.2101
0.3829,0.0033,0.0000,0.0001,0.3794,0.0001,200,60.2106
